ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
35653	8B44	中日韩 CJK 汉字		譄	.	.	.			
35654	8B45	中日韩 CJK 汉字		譅	.	.	.			
35655	8B46	中日韩 CJK 汉字		譆	.	.	.			
35656	8B47	中日韩 CJK 汉字		譇	.	.	.			
35657	8B48	中日韩 CJK 汉字		譈	.	.	.			
35658	8B49	中日韩 CJK 汉字		證	.	.	.			
35659	8B4A	中日韩 CJK 汉字		譊	.	.	.			
35660	8B4B	中日韩 CJK 汉字		譋	.	.	.			
35661	8B4C	中日韩 CJK 汉字		譌	.	.	.			
35662	8B4D	中日韩 CJK 汉字		譍	.	.	.			
35663	8B4E	中日韩 CJK 汉字		譎	.	.	.			
35664	8B4F	中日韩 CJK 汉字		譏	.	.	.			
35665	8B50	中日韩 CJK 汉字		譐	.	.	.			
35666	8B51	中日韩 CJK 汉字		譑	.	.	.			
35667	8B52	中日韩 CJK 汉字		譒	.	.	.			
35668	8B53	中日韩 CJK 汉字		譓	.	.	.			
35669	8B54	中日韩 CJK 汉字		譔	.	.	.			
35670	8B55	中日韩 CJK 汉字		譕	.	.	.			
35671	8B56	中日韩 CJK 汉字		譖	.	.	.			
35672	8B57	中日韩 CJK 汉字		譗	.	.	.			
35673	8B58	中日韩 CJK 汉字		識	.	.	.			
35674	8B59	中日韩 CJK 汉字		譙	.	.	.			
35675	8B5A	中日韩 CJK 汉字		譚	.	.	.			
35676	8B5B	中日韩 CJK 汉字		譛	.	.	.			
35677	8B5C	中日韩 CJK 汉字		譜	.	.	.			
35678	8B5D	中日韩 CJK 汉字		譝	.	.	.			
35679	8B5E	中日韩 CJK 汉字		譞	.	.	.			
35680	8B5F	中日韩 CJK 汉字		譟	.	.	.			
35681	8B60	中日韩 CJK 汉字		譠	.	.	.			
35682	8B61	中日韩 CJK 汉字		譡	.	.	.			
35683	8B62	中日韩 CJK 汉字		譢	.	.	.			
35684	8B63	中日韩 CJK 汉字		譣	.	.	.			
35685	8B64	中日韩 CJK 汉字		譤	.	.	.			
35686	8B65	中日韩 CJK 汉字		譥	.	.	.			
35687	8B66	中日韩 CJK 汉字		警	.	.	.			
35688	8B67	中日韩 CJK 汉字		譧	.	.	.			
35689	8B68	中日韩 CJK 汉字		譨	.	.	.			
35690	8B69	中日韩 CJK 汉字		譩	.	.	.			
35691	8B6A	中日韩 CJK 汉字		譪	.	.	.			
35692	8B6B	中日韩 CJK 汉字		譫	.	.	.			
35693	8B6C	中日韩 CJK 汉字		譬	.	.	.			
35694	8B6D	中日韩 CJK 汉字		譭	.	.	.			
35695	8B6E	中日韩 CJK 汉字		譮	.	.	.			
35696	8B6F	中日韩 CJK 汉字		譯	.	.	.			
35697	8B70	中日韩 CJK 汉字		議	.	.	.			
35698	8B71	中日韩 CJK 汉字		譱	.	.	.			
35699	8B72	中日韩 CJK 汉字		譲	.	.	.			
35700	8B73	中日韩 CJK 汉字		譳	.	.	.			
35701	8B74	中日韩 CJK 汉字		譴	.	.	.			
35702	8B75	中日韩 CJK 汉字		譵	.	.	.			
35703	8B76	中日韩 CJK 汉字		譶	.	.	.			
35704	8B77	中日韩 CJK 汉字		護	.	.	.			
35705	8B78	中日韩 CJK 汉字		譸	.	.	.			
35706	8B79	中日韩 CJK 汉字		譹	.	.	.			
35707	8B7A	中日韩 CJK 汉字		譺	.	.	.			
35708	8B7B	中日韩 CJK 汉字		譻	.	.	.			
35709	8B7C	中日韩 CJK 汉字		譼	.	.	.			
35710	8B7D	中日韩 CJK 汉字		譽	.	.	.			
35711	8B7E	中日韩 CJK 汉字		譾	.	.	.			
35712	8B7F	中日韩 CJK 汉字		譿	.	.	.			
35713	8B80	中日韩 CJK 汉字		讀	.	.	.			
35714	8B81	中日韩 CJK 汉字		讁	.	.	.			
35715	8B82	中日韩 CJK 汉字		讂	.	.	.			
35716	8B83	中日韩 CJK 汉字		讃	.	.	.			
35717	8B84	中日韩 CJK 汉字		讄	.	.	.			
35718	8B85	中日韩 CJK 汉字		讅	.	.	.			
35719	8B86	中日韩 CJK 汉字		讆	.	.	.			
35720	8B87	中日韩 CJK 汉字		讇	.	.	.			
35721	8B88	中日韩 CJK 汉字		讈	.	.	.			
35722	8B89	中日韩 CJK 汉字		讉	.	.	.			
35723	8B8A	中日韩 CJK 汉字		變	.	.	.			
35724	8B8B	中日韩 CJK 汉字		讋	.	.	.			
35725	8B8C	中日韩 CJK 汉字		讌	.	.	.			
35726	8B8D	中日韩 CJK 汉字		讍	.	.	.			
35727	8B8E	中日韩 CJK 汉字		讎	.	.	.			
35728	8B8F	中日韩 CJK 汉字		讏	.	.	.			
35729	8B90	中日韩 CJK 汉字		讐	.	.	.			
35730	8B91	中日韩 CJK 汉字		讑	.	.	.			
35731	8B92	中日韩 CJK 汉字		讒	.	.	.			
35732	8B93	中日韩 CJK 汉字		讓	.	.	.			
35733	8B94	中日韩 CJK 汉字		讔	.	.	.			
35734	8B95	中日韩 CJK 汉字		讕	.	.	.			
35735	8B96	中日韩 CJK 汉字		讖	.	.	.			
35736	8B97	中日韩 CJK 汉字		讗	.	.	.			
35737	8B98	中日韩 CJK 汉字		讘	.	.	.			
35738	8B99	中日韩 CJK 汉字		讙	.	.	.			
35739	8B9A	中日韩 CJK 汉字		讚	.	.	.			
35740	8B9B	中日韩 CJK 汉字		讛	.	.	.			
35741	8B9C	中日韩 CJK 汉字		讜	.	.	.			
35742	8B9D	中日韩 CJK 汉字		讝	.	.	.			
35743	8B9E	中日韩 CJK 汉字		讞	.	.	.			
35744	8B9F	中日韩 CJK 汉字		讟	.	.	.			
35745	8BA0	中日韩 CJK 汉字		讠	.	.	.			
35746	8BA1	中日韩 CJK 汉字		计	.	.	.			
35747	8BA2	中日韩 CJK 汉字		订	.	.	.			
35748	8BA3	中日韩 CJK 汉字		讣	.	.	.			
35749	8BA4	中日韩 CJK 汉字		认	.	.	.			
35750	8BA5	中日韩 CJK 汉字		讥	.	.	.			
35751	8BA6	中日韩 CJK 汉字		讦	.	.	.			
35752	8BA7	中日韩 CJK 汉字		讧	.	.	.			
35753	8BA8	中日韩 CJK 汉字		讨	.	.	.			
35754	8BA9	中日韩 CJK 汉字		让	.	.	.			
35755	8BAA	中日韩 CJK 汉字		讪	.	.	.			
35756	8BAB	中日韩 CJK 汉字		讫	.	.	.			
35757	8BAC	中日韩 CJK 汉字		讬	.	.	.			
35758	8BAD	中日韩 CJK 汉字		训	.	.	.			
35759	8BAE	中日韩 CJK 汉字		议	.	.	.			
35760	8BAF	中日韩 CJK 汉字		讯	.	.	.			
35761	8BB0	中日韩 CJK 汉字		记	.	.	.			
35762	8BB1	中日韩 CJK 汉字		讱	.	.	.			
35763	8BB2	中日韩 CJK 汉字		讲	.	.	.			
35764	8BB3	中日韩 CJK 汉字		讳	.	.	.			
35765	8BB4	中日韩 CJK 汉字		讴	.	.	.			
35766	8BB5	中日韩 CJK 汉字		讵	.	.	.			
35767	8BB6	中日韩 CJK 汉字		讶	.	.	.			
35768	8BB7	中日韩 CJK 汉字		讷	.	.	.			
35769	8BB8	中日韩 CJK 汉字		许	.	.	.			
35770	8BB9	中日韩 CJK 汉字		讹	.	.	.			
35771	8BBA	中日韩 CJK 汉字		论	.	.	.			
35772	8BBB	中日韩 CJK 汉字		讻	.	.	.			
35773	8BBC	中日韩 CJK 汉字		讼	.	.	.			
35774	8BBD	中日韩 CJK 汉字		讽	.	.	.			
35775	8BBE	中日韩 CJK 汉字		设	.	.	.			
35776	8BBF	中日韩 CJK 汉字		访	.	.	.			
35777	8BC0	中日韩 CJK 汉字		诀	.	.	.			
35778	8BC1	中日韩 CJK 汉字		证	.	.	.			
35779	8BC2	中日韩 CJK 汉字		诂	.	.	.			
35780	8BC3	中日韩 CJK 汉字		诃	.	.	.			
35781	8BC4	中日韩 CJK 汉字		评	.	.	.			
35782	8BC5	中日韩 CJK 汉字		诅	.	.	.			
35783	8BC6	中日韩 CJK 汉字		识	.	.	.			
35784	8BC7	中日韩 CJK 汉字		诇	.	.	.			
35785	8BC8	中日韩 CJK 汉字		诈	.	.	.			
35786	8BC9	中日韩 CJK 汉字		诉	.	.	.			
35787	8BCA	中日韩 CJK 汉字		诊	.	.	.			
35788	8BCB	中日韩 CJK 汉字		诋	.	.	.			
35789	8BCC	中日韩 CJK 汉字		诌	.	.	.			
35790	8BCD	中日韩 CJK 汉字		词	.	.	.			
35791	8BCE	中日韩 CJK 汉字		诎	.	.	.			
35792	8BCF	中日韩 CJK 汉字		诏	.	.	.			
35793	8BD0	中日韩 CJK 汉字		诐	.	.	.			
35794	8BD1	中日韩 CJK 汉字		译	.	.	.			
35795	8BD2	中日韩 CJK 汉字		诒	.	.	.			
35796	8BD3	中日韩 CJK 汉字		诓	.	.	.			
35797	8BD4	中日韩 CJK 汉字		诔	.	.	.			
35798	8BD5	中日韩 CJK 汉字		试	.	.	.			
35799	8BD6	中日韩 CJK 汉字		诖	.	.	.			
35800	8BD7	中日韩 CJK 汉字		诗	.	.	.			
35801	8BD8	中日韩 CJK 汉字		诘	.	.	.			
35802	8BD9	中日韩 CJK 汉字		诙	.	.	.			
35803	8BDA	中日韩 CJK 汉字		诚	.	.	.			
35804	8BDB	中日韩 CJK 汉字		诛	.	.	.			
35805	8BDC	中日韩 CJK 汉字		诜	.	.	.			
35806	8BDD	中日韩 CJK 汉字		话	.	.	.			
35807	8BDE	中日韩 CJK 汉字		诞	.	.	.			
35808	8BDF	中日韩 CJK 汉字		诟	.	.	.			
35809	8BE0	中日韩 CJK 汉字		诠	.	.	.			
35810	8BE1	中日韩 CJK 汉字		诡	.	.	.			
35811	8BE2	中日韩 CJK 汉字		询	.	.	.			
35812	8BE3	中日韩 CJK 汉字		诣	.	.	.			
35813	8BE4	中日韩 CJK 汉字		诤	.	.	.			
35814	8BE5	中日韩 CJK 汉字		该	.	.	.			
35815	8BE6	中日韩 CJK 汉字		详	.	.	.			
35816	8BE7	中日韩 CJK 汉字		诧	.	.	.			
35817	8BE8	中日韩 CJK 汉字		诨	.	.	.			
35818	8BE9	中日韩 CJK 汉字		诩	.	.	.			
35819	8BEA	中日韩 CJK 汉字		诪	.	.	.			
35820	8BEB	中日韩 CJK 汉字		诫	.	.	.			
35821	8BEC	中日韩 CJK 汉字		诬	.	.	.			
35822	8BED	中日韩 CJK 汉字		语	.	.	.			
35823	8BEE	中日韩 CJK 汉字		诮	.	.	.			
35824	8BEF	中日韩 CJK 汉字		误	.	.	.			
35825	8BF0	中日韩 CJK 汉字		诰	.	.	.			
35826	8BF1	中日韩 CJK 汉字		诱	.	.	.			
35827	8BF2	中日韩 CJK 汉字		诲	.	.	.			
35828	8BF3	中日韩 CJK 汉字		诳	.	.	.			
35829	8BF4	中日韩 CJK 汉字		说	.	.	.			
35830	8BF5	中日韩 CJK 汉字		诵	.	.	.			
35831	8BF6	中日韩 CJK 汉字		诶	.	.	.			
35832	8BF7	中日韩 CJK 汉字		请	.	.	.			
35833	8BF8	中日韩 CJK 汉字		诸	.	.	.			
35834	8BF9	中日韩 CJK 汉字		诹	.	.	.			
35835	8BFA	中日韩 CJK 汉字		诺	.	.	.			
35836	8BFB	中日韩 CJK 汉字		读	.	.	.			
35837	8BFC	中日韩 CJK 汉字		诼	.	.	.			
35838	8BFD	中日韩 CJK 汉字		诽	.	.	.			
35839	8BFE	中日韩 CJK 汉字		课	.	.	.			
35840	8BFF	中日韩 CJK 汉字		诿	.	.	.			
35841	8C00	中日韩 CJK 汉字		谀	.	.	.			
35842	8C01	中日韩 CJK 汉字		谁	.	.	.			
35843	8C02	中日韩 CJK 汉字		谂	.	.	.			
35844	8C03	中日韩 CJK 汉字		调	.	.	.			
35845	8C04	中日韩 CJK 汉字		谄	.	.	.			
35846	8C05	中日韩 CJK 汉字		谅	.	.	.			
35847	8C06	中日韩 CJK 汉字		谆	.	.	.			
35848	8C07	中日韩 CJK 汉字		谇	.	.	.			
35849	8C08	中日韩 CJK 汉字		谈	.	.	.			
35850	8C09	中日韩 CJK 汉字		谉	.	.	.			
35851	8C0A	中日韩 CJK 汉字		谊	.	.	.			
35852	8C0B	中日韩 CJK 汉字		谋	.	.	.			
35853	8C0C	中日韩 CJK 汉字		谌	.	.	.			
35854	8C0D	中日韩 CJK 汉字		谍	.	.	.			
35855	8C0E	中日韩 CJK 汉字		谎	.	.	.			
35856	8C0F	中日韩 CJK 汉字		谏	.	.	.			
35857	8C10	中日韩 CJK 汉字		谐	.	.	.			
35858	8C11	中日韩 CJK 汉字		谑	.	.	.			
35859	8C12	中日韩 CJK 汉字		谒	.	.	.			
35860	8C13	中日韩 CJK 汉字		谓	.	.	.			
35861	8C14	中日韩 CJK 汉字		谔	.	.	.			
35862	8C15	中日韩 CJK 汉字		谕	.	.	.			
35863	8C16	中日韩 CJK 汉字		谖	.	.	.			
35864	8C17	中日韩 CJK 汉字		谗	.	.	.			
35865	8C18	中日韩 CJK 汉字		谘	.	.	.			
35866	8C19	中日韩 CJK 汉字		谙	.	.	.			
35867	8C1A	中日韩 CJK 汉字		谚	.	.	.			
35868	8C1B	中日韩 CJK 汉字		谛	.	.	.			
35869	8C1C	中日韩 CJK 汉字		谜	.	.	.			
35870	8C1D	中日韩 CJK 汉字		谝	.	.	.			
35871	8C1E	中日韩 CJK 汉字		谞	.	.	.			
35872	8C1F	中日韩 CJK 汉字		谟	.	.	.			
35873	8C20	中日韩 CJK 汉字		谠	.	.	.			
35874	8C21	中日韩 CJK 汉字		谡	.	.	.			
35875	8C22	中日韩 CJK 汉字		谢	.	.	.			
35876	8C23	中日韩 CJK 汉字		谣	.	.	.			
35877	8C24	中日韩 CJK 汉字		谤	.	.	.			
35878	8C25	中日韩 CJK 汉字		谥	.	.	.			
35879	8C26	中日韩 CJK 汉字		谦	.	.	.			
35880	8C27	中日韩 CJK 汉字		谧	.	.	.			
35881	8C28	中日韩 CJK 汉字		谨	.	.	.			
35882	8C29	中日韩 CJK 汉字		谩	.	.	.			
35883	8C2A	中日韩 CJK 汉字		谪	.	.	.			
35884	8C2B	中日韩 CJK 汉字		谫	.	.	.			
35885	8C2C	中日韩 CJK 汉字		谬	.	.	.			
35886	8C2D	中日韩 CJK 汉字		谭	.	.	.			
35887	8C2E	中日韩 CJK 汉字		谮	.	.	.			
35888	8C2F	中日韩 CJK 汉字		谯	.	.	.			
35889	8C30	中日韩 CJK 汉字		谰	.	.	.			
35890	8C31	中日韩 CJK 汉字		谱	.	.	.			
35891	8C32	中日韩 CJK 汉字		谲	.	.	.			
35892	8C33	中日韩 CJK 汉字		谳	.	.	.			
35893	8C34	中日韩 CJK 汉字		谴	.	.	.			
35894	8C35	中日韩 CJK 汉字		谵	.	.	.			
35895	8C36	中日韩 CJK 汉字		谶	.	.	.			
35896	8C37	中日韩 CJK 汉字		谷	.	.	.			
35897	8C38	中日韩 CJK 汉字		谸	.	.	.			
35898	8C39	中日韩 CJK 汉字		谹	.	.	.			
35899	8C3A	中日韩 CJK 汉字		谺	.	.	.			
35900	8C3B	中日韩 CJK 汉字		谻	.	.	.			
35901	8C3C	中日韩 CJK 汉字		谼	.	.	.			
35902	8C3D	中日韩 CJK 汉字		谽	.	.	.			
35903	8C3E	中日韩 CJK 汉字		谾	.	.	.			
35904	8C3F	中日韩 CJK 汉字		谿	.	.	.			
35905	8C40	中日韩 CJK 汉字		豀	.	.	.			
35906	8C41	中日韩 CJK 汉字		豁	.	.	.			
35907	8C42	中日韩 CJK 汉字		豂	.	.	.			
35908	8C43	中日韩 CJK 汉字		豃	.	.	.			
35909	8C44	中日韩 CJK 汉字		豄	.	.	.			
35910	8C45	中日韩 CJK 汉字		豅	.	.	.			
35911	8C46	中日韩 CJK 汉字		豆	.	.	.			
35912	8C47	中日韩 CJK 汉字		豇	.	.	.			
35913	8C48	中日韩 CJK 汉字		豈	.	.	.			
35914	8C49	中日韩 CJK 汉字		豉	.	.	.			
35915	8C4A	中日韩 CJK 汉字		豊	.	.	.			
35916	8C4B	中日韩 CJK 汉字		豋	.	.	.			
35917	8C4C	中日韩 CJK 汉字		豌	.	.	.			
35918	8C4D	中日韩 CJK 汉字		豍	.	.	.			
35919	8C4E	中日韩 CJK 汉字		豎	.	.	.			
35920	8C4F	中日韩 CJK 汉字		豏	.	.	.			
35921	8C50	中日韩 CJK 汉字		豐	.	.	.			
35922	8C51	中日韩 CJK 汉字		豑	.	.	.			
35923	8C52	中日韩 CJK 汉字		豒	.	.	.			
35924	8C53	中日韩 CJK 汉字		豓	.	.	.			
35925	8C54	中日韩 CJK 汉字		豔	.	.	.			
35926	8C55	中日韩 CJK 汉字		豕	.	.	.			
35927	8C56	中日韩 CJK 汉字		豖	.	.	.			
35928	8C57	中日韩 CJK 汉字		豗	.	.	.			
35929	8C58	中日韩 CJK 汉字		豘	.	.	.			
35930	8C59	中日韩 CJK 汉字		豙	.	.	.			
35931	8C5A	中日韩 CJK 汉字		豚	.	.	.			
35932	8C5B	中日韩 CJK 汉字		豛	.	.	.			
35933	8C5C	中日韩 CJK 汉字		豜	.	.	.			
35934	8C5D	中日韩 CJK 汉字		豝	.	.	.			
35935	8C5E	中日韩 CJK 汉字		豞	.	.	.			
35936	8C5F	中日韩 CJK 汉字		豟	.	.	.			
35937	8C60	中日韩 CJK 汉字		豠	.	.	.			
35938	8C61	中日韩 CJK 汉字		象	.	.	.			
35939	8C62	中日韩 CJK 汉字		豢	.	.	.			
35940	8C63	中日韩 CJK 汉字		豣	.	.	.			
35941	8C64	中日韩 CJK 汉字		豤	.	.	.			
35942	8C65	中日韩 CJK 汉字		豥	.	.	.			
35943	8C66	中日韩 CJK 汉字		豦	.	.	.			
35944	8C67	中日韩 CJK 汉字		豧	.	.	.			
35945	8C68	中日韩 CJK 汉字		豨	.	.	.			
35946	8C69	中日韩 CJK 汉字		豩	.	.	.			
35947	8C6A	中日韩 CJK 汉字		豪	.	.	.			
35948	8C6B	中日韩 CJK 汉字		豫	.	.	.			
35949	8C6C	中日韩 CJK 汉字		豬	.	.	.			
35950	8C6D	中日韩 CJK 汉字		豭	.	.	.			
35951	8C6E	中日韩 CJK 汉字		豮	.	.	.			
35952	8C6F	中日韩 CJK 汉字		豯	.	.	.			
35953	8C70	中日韩 CJK 汉字		豰	.	.	.			
35954	8C71	中日韩 CJK 汉字		豱	.	.	.			
35955	8C72	中日韩 CJK 汉字		豲	.	.	.			
35956	8C73	中日韩 CJK 汉字		豳	.	.	.			
35957	8C74	中日韩 CJK 汉字		豴	.	.	.			
35958	8C75	中日韩 CJK 汉字		豵	.	.	.			
35959	8C76	中日韩 CJK 汉字		豶	.	.	.			
35960	8C77	中日韩 CJK 汉字		豷	.	.	.			
35961	8C78	中日韩 CJK 汉字		豸	.	.	.			
35962	8C79	中日韩 CJK 汉字		豹	.	.	.			
35963	8C7A	中日韩 CJK 汉字		豺	.	.	.			
35964	8C7B	中日韩 CJK 汉字		豻	.	.	.			
35965	8C7C	中日韩 CJK 汉字		豼	.	.	.			
35966	8C7D	中日韩 CJK 汉字		豽	.	.	.			
35967	8C7E	中日韩 CJK 汉字		豾	.	.	.			
35968	8C7F	中日韩 CJK 汉字		豿	.	.	.			
35969	8C80	中日韩 CJK 汉字		貀	.	.	.			
35970	8C81	中日韩 CJK 汉字		貁	.	.	.			
35971	8C82	中日韩 CJK 汉字		貂	.	.	.			
35972	8C83	中日韩 CJK 汉字		貃	.	.	.			
35973	8C84	中日韩 CJK 汉字		貄	.	.	.			
35974	8C85	中日韩 CJK 汉字		貅	.	.	.			
35975	8C86	中日韩 CJK 汉字		貆	.	.	.			
35976	8C87	中日韩 CJK 汉字		貇	.	.	.			
35977	8C88	中日韩 CJK 汉字		貈	.	.	.			
35978	8C89	中日韩 CJK 汉字		貉	.	.	.			
35979	8C8A	中日韩 CJK 汉字		貊	.	.	.			
35980	8C8B	中日韩 CJK 汉字		貋	.	.	.			
35981	8C8C	中日韩 CJK 汉字		貌	.	.	.			
35982	8C8D	中日韩 CJK 汉字		貍	.	.	.			
35983	8C8E	中日韩 CJK 汉字		貎	.	.	.			
35984	8C8F	中日韩 CJK 汉字		貏	.	.	.			
35985	8C90	中日韩 CJK 汉字		貐	.	.	.			
35986	8C91	中日韩 CJK 汉字		貑	.	.	.			
35987	8C92	中日韩 CJK 汉字		貒	.	.	.			
35988	8C93	中日韩 CJK 汉字		貓	.	.	.			
35989	8C94	中日韩 CJK 汉字		貔	.	.	.			
35990	8C95	中日韩 CJK 汉字		貕	.	.	.			
35991	8C96	中日韩 CJK 汉字		貖	.	.	.			
35992	8C97	中日韩 CJK 汉字		貗	.	.	.			
35993	8C98	中日韩 CJK 汉字		貘	.	.	.			
35994	8C99	中日韩 CJK 汉字		貙	.	.	.			
35995	8C9A	中日韩 CJK 汉字		貚	.	.	.			
35996	8C9B	中日韩 CJK 汉字		貛	.	.	.			
35997	8C9C	中日韩 CJK 汉字		貜	.	.	.			
35998	8C9D	中日韩 CJK 汉字		貝	.	.	.			
35999	8C9E	中日韩 CJK 汉字		貞	.	.	.			
36000	8C9F	中日韩 CJK 汉字		貟	.	.	.			
36001	8CA0	中日韩 CJK 汉字		負	.	.	.			
36002	8CA1	中日韩 CJK 汉字		財	.	.	.			
36003	8CA2	中日韩 CJK 汉字		貢	.	.	.			
36004	8CA3	中日韩 CJK 汉字		貣	.	.	.			
36005	8CA4	中日韩 CJK 汉字		貤	.	.	.			
36006	8CA5	中日韩 CJK 汉字		貥	.	.	.			
36007	8CA6	中日韩 CJK 汉字		貦	.	.	.			
36008	8CA7	中日韩 CJK 汉字		貧	.	.	.			
36009	8CA8	中日韩 CJK 汉字		貨	.	.	.			
36010	8CA9	中日韩 CJK 汉字		販	.	.	.			
36011	8CAA	中日韩 CJK 汉字		貪	.	.	.			
36012	8CAB	中日韩 CJK 汉字		貫	.	.	.			
36013	8CAC	中日韩 CJK 汉字		責	.	.	.			
36014	8CAD	中日韩 CJK 汉字		貭	.	.	.			
36015	8CAE	中日韩 CJK 汉字		貮	.	.	.			
36016	8CAF	中日韩 CJK 汉字		貯	.	.	.			
36017	8CB0	中日韩 CJK 汉字		貰	.	.	.			
36018	8CB1	中日韩 CJK 汉字		貱	.	.	.			
36019	8CB2	中日韩 CJK 汉字		貲	.	.	.			
36020	8CB3	中日韩 CJK 汉字		貳	.	.	.			
36021	8CB4	中日韩 CJK 汉字		貴	.	.	.			
36022	8CB5	中日韩 CJK 汉字		貵	.	.	.			
36023	8CB6	中日韩 CJK 汉字		貶	.	.	.			
36024	8CB7	中日韩 CJK 汉字		買	.	.	.			
36025	8CB8	中日韩 CJK 汉字		貸	.	.	.			
36026	8CB9	中日韩 CJK 汉字		貹	.	.	.			
36027	8CBA	中日韩 CJK 汉字		貺	.	.	.			
36028	8CBB	中日韩 CJK 汉字		費	.	.	.			
36029	8CBC	中日韩 CJK 汉字		貼	.	.	.			
36030	8CBD	中日韩 CJK 汉字		貽	.	.	.			
36031	8CBE	中日韩 CJK 汉字		貾	.	.	.			
36032	8CBF	中日韩 CJK 汉字		貿	.	.	.			
36033	8CC0	中日韩 CJK 汉字		賀	.	.	.			
36034	8CC1	中日韩 CJK 汉字		賁	.	.	.			
36035	8CC2	中日韩 CJK 汉字		賂	.	.	.			
36036	8CC3	中日韩 CJK 汉字		賃	.	.	.			
36037	8CC4	中日韩 CJK 汉字		賄	.	.	.			
36038	8CC5	中日韩 CJK 汉字		賅	.	.	.			
36039	8CC6	中日韩 CJK 汉字		賆	.	.	.			
36040	8CC7	中日韩 CJK 汉字		資	.	.	.			
36041	8CC8	中日韩 CJK 汉字		賈	.	.	.			
36042	8CC9	中日韩 CJK 汉字		賉	.	.	.			
36043	8CCA	中日韩 CJK 汉字		賊	.	.	.			
36044	8CCB	中日韩 CJK 汉字		賋	.	.	.			
36045	8CCC	中日韩 CJK 汉字		賌	.	.	.			
36046	8CCD	中日韩 CJK 汉字		賍	.	.	.			
36047	8CCE	中日韩 CJK 汉字		賎	.	.	.			
36048	8CCF	中日韩 CJK 汉字		賏	.	.	.			
36049	8CD0	中日韩 CJK 汉字		賐	.	.	.			
36050	8CD1	中日韩 CJK 汉字		賑	.	.	.			
36051	8CD2	中日韩 CJK 汉字		賒	.	.	.			
36052	8CD3	中日韩 CJK 汉字		賓	.	.	.			
36053	8CD4	中日韩 CJK 汉字		賔	.	.	.			
36054	8CD5	中日韩 CJK 汉字		賕	.	.	.			
36055	8CD6	中日韩 CJK 汉字		賖	.	.	.			
36056	8CD7	中日韩 CJK 汉字		賗	.	.	.			
36057	8CD8	中日韩 CJK 汉字		賘	.	.	.			
36058	8CD9	中日韩 CJK 汉字		賙	.	.	.			
36059	8CDA	中日韩 CJK 汉字		賚	.	.	.			
36060	8CDB	中日韩 CJK 汉字		賛	.	.	.			
36061	8CDC	中日韩 CJK 汉字		賜	.	.	.			
36062	8CDD	中日韩 CJK 汉字		賝	.	.	.			
36063	8CDE	中日韩 CJK 汉字		賞	.	.	.			
36064	8CDF	中日韩 CJK 汉字		賟	.	.	.			
36065	8CE0	中日韩 CJK 汉字		賠	.	.	.			
36066	8CE1	中日韩 CJK 汉字		賡	.	.	.			
36067	8CE2	中日韩 CJK 汉字		賢	.	.	.			
36068	8CE3	中日韩 CJK 汉字		賣	.	.	.			
36069	8CE4	中日韩 CJK 汉字		賤	.	.	.			
36070	8CE5	中日韩 CJK 汉字		賥	.	.	.			
36071	8CE6	中日韩 CJK 汉字		賦	.	.	.			
36072	8CE7	中日韩 CJK 汉字		賧	.	.	.			
36073	8CE8	中日韩 CJK 汉字		賨	.	.	.			
36074	8CE9	中日韩 CJK 汉字		賩	.	.	.			
36075	8CEA	中日韩 CJK 汉字		質	.	.	.			
36076	8CEB	中日韩 CJK 汉字		賫	.	.	.			
36077	8CEC	中日韩 CJK 汉字		賬	.	.	.			
36078	8CED	中日韩 CJK 汉字		賭	.	.	.			
36079	8CEE	中日韩 CJK 汉字		賮	.	.	.			
36080	8CEF	中日韩 CJK 汉字		賯	.	.	.			
36081	8CF0	中日韩 CJK 汉字		賰	.	.	.			
36082	8CF1	中日韩 CJK 汉字		賱	.	.	.			
36083	8CF2	中日韩 CJK 汉字		賲	.	.	.			
36084	8CF3	中日韩 CJK 汉字		賳	.	.	.			
36085	8CF4	中日韩 CJK 汉字		賴	.	.	.			
36086	8CF5	中日韩 CJK 汉字		賵	.	.	.			
36087	8CF6	中日韩 CJK 汉字		賶	.	.	.			
36088	8CF7	中日韩 CJK 汉字		賷	.	.	.			
36089	8CF8	中日韩 CJK 汉字		賸	.	.	.			
36090	8CF9	中日韩 CJK 汉字		賹	.	.	.			
36091	8CFA	中日韩 CJK 汉字		賺	.	.	.			
36092	8CFB	中日韩 CJK 汉字		賻	.	.	.			
36093	8CFC	中日韩 CJK 汉字		購	.	.	.			
36094	8CFD	中日韩 CJK 汉字		賽	.	.	.			
36095	8CFE	中日韩 CJK 汉字		賾	.	.	.			
36096	8CFF	中日韩 CJK 汉字		賿	.	.	.			
36097	8D00	中日韩 CJK 汉字		贀	.	.	.			
36098	8D01	中日韩 CJK 汉字		贁	.	.	.			
36099	8D02	中日韩 CJK 汉字		贂	.	.	.			
36100	8D03	中日韩 CJK 汉字		贃	.	.	.			
36101	8D04	中日韩 CJK 汉字		贄	.	.	.			
36102	8D05	中日韩 CJK 汉字		贅	.	.	.			
36103	8D06	中日韩 CJK 汉字		贆	.	.	.			
36104	8D07	中日韩 CJK 汉字		贇	.	.	.			
36105	8D08	中日韩 CJK 汉字		贈	.	.	.			
36106	8D09	中日韩 CJK 汉字		贉	.	.	.			
36107	8D0A	中日韩 CJK 汉字		贊	.	.	.			
36108	8D0B	中日韩 CJK 汉字		贋	.	.	.			
